days_out,query_date,wtp_J,bid_J,pacing_J,sold_J,available_J,protected_J,load_factor_J,wtp_W,bid_W,pacing_W,sold_W,available_W,protected_W,load_factor_W,wtp_Y,bid_Y,pacing_Y,sold_Y,available_Y,protected_Y,load_factor_Y,bookings_this_step,group_bookings_this_step,award_bookings_this_step
185,2026-02-06,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.6401,1,225,153,0.0050,0,0,0
184,2026-02-07,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.5760,1,225,153,0.0050,0,0,0
183,2026-02-08,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.5144,1,225,153,0.0050,0,0,0
182,2026-02-09,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,606.88,1.4552,1,225,153,0.0050,0,0,0
181,2026-02-10,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,583.17,1.3983,1,225,152,0.0050,0,0,0
180,2026-02-11,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,560.38,1.3437,1,225,152,0.0050,0,0,0
179,2026-02-12,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,538.49,1.2912,1,225,152,0.0050,0,0,0
178,2026-02-13,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,517.46,1.2408,1,225,152,0.0050,0,0,0
177,2026-02-14,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,497.25,1.1923,1,225,152,0.0050,0,0,0
176,2026-02-15,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,477.83,1.1458,1,225,152,0.0050,0,0,0
175,2026-02-16,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,459.17,1.1010,1,225,152,0.0050,0,0,0
174,2026-02-17,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,441.25,1.0580,1,225,152,0.0050,0,0,0
173,2026-02-18,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,424.03,1.0168,1,225,152,0.0050,0,0,0
172,2026-02-19,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,407.49,0.9771,1,225,152,0.0050,0,0,0
171,2026-02-20,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,391.59,0.9390,1,225,152,0.0050,0,0,0
170,2026-02-21,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,376.31,0.9023,1,225,152,0.0050,0,0,0
169,2026-02-22,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,361.64,0.8672,1,225,152,0.0050,0,0,0
168,2026-02-23,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,347.54,0.8333,1,225,152,0.0050,0,0,0
167,2026-02-24,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,333.99,0.8009,1,225,152,0.0050,0,0,0
166,2026-02-25,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,320.98,0.7697,1,225,152,0.0050,0,0,0
165,2026-02-26,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,308.47,0.7397,1,225,152,0.0050,0,0,0
164,2026-02-27,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,296.46,0.7109,1,225,152,0.0050,0,0,0
163,2026-02-28,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,284.92,0.6832,1,225,152,0.0050,0,0,0
162,2026-03-01,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,273.83,1.3132,2,224,152,0.0099,0,0,1
161,2026-03-02,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,526.34,1.2621,2,224,152,0.0099,0,0,0
